Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/15/2024 11:44:33 AM	0.57	5.74	1.89	1.70	0.00	0.00	0.00	0.90	9.90	47.52	0.10	27.23	301	5741	851	51	0	0	0	0	6945	86.69	15.74	10.79	30.21	28.11	29.72	23.64	1.01	22.81	24.89
7/15/2024 11:44:35 AM	2.11	6.86	2.02	0.84	0.00	0.00	0.00	0.90	11.83	55.72	0.09	27.13	1120	6857	911	25	0	0	0	0	8914	101.65	15.32	7.41	32.56	30.92	33.50	26.26	1.01	22.87	24.91
7/15/2024 11:44:38 AM	4.11	6.29	0.00	1.29	0.00	0.00	0.00	0.78	11.69	52.81	0.17	27.13	2177	6293	0	39	0	0	0	0	8509	96.34	12.65	6.68	30.97	29.50	33.18	25.44	1.02	22.89	24.94
7/15/2024 11:44:41 AM	2.98	6.61	0.48	2.12	0.00	0.00	0.00	0.81	12.18	57.20	0.16	27.27	1578	6608	216	63	0	0	0	0	8465	104.35	15.69	11.41	34.85	30.83	34.78	27.13	1.02	22.91	24.95
7/15/2024 11:44:44 AM	4.81	6.72	1.83	0.57	0.00	0.00	0.00	0.45	13.94	60.13	0.21	27.31	2550	6723	823	17	0	0	0	0	10113	109.70	14.36	9.82	34.30	29.77	32.28	30.14	1.02	22.98	24.91
7/15/2024 11:44:46 AM	1.60	6.62	0.94	2.68	0.00	0.00	0.00	1.07	11.84	61.47	0.43	27.08	850	6616	424	80	0	0	0	0	7970	112.13	18.24	10.99	35.12	33.76	37.05	28.45	1.04	23.01	24.91
7/15/2024 11:44:49 AM	1.33	6.78	2.44	1.63	0.00	0.00	0.00	1.12	12.18	61.97	0.28	26.81	707	6776	1100	49	0	0	0	0	8632	113.05	18.57	8.07	33.74	35.05	36.27	29.92	1.03	23.01	24.92
7/15/2024 11:44:52 AM	5.99	5.78	0.00	3.06	0.00	0.00	0.00	0.63	14.82	72.51	0.40	26.77	3172	5780	0	92	0	0	0	0	9044	132.25	17.39	11.15	34.62	35.90	39.05	37.29	1.04	23.09	24.92
7/15/2024 11:44:55 AM	6.47	6.03	0.00	3.19	0.00	0.00	0.00	0.55	15.69	78.57	0.44	26.84	3428	6026	1	96	0	0	0	0	9551	143.30	19.00	10.16	36.71	36.47	40.27	38.90	1.04	23.12	24.91
7/15/2024 11:44:58 AM	5.78	6.70	0.00	2.17	0.00	0.00	0.00	0.93	14.65	73.01	0.46	26.72	3061	6701	0	65	0	0	0	0	9828	133.17	16.46	8.96	35.78	38.11	39.28	35.51	1.05	23.12	24.97
7/15/2024 11:45:00 AM	2.92	7.16	2.91	1.56	0.00	0.00	0.00	1.03	14.55	74.53	0.47	26.71	1548	7163	1308	47	0	0	0	0	10067	135.94	20.30	9.17	36.93	38.94	38.70	36.25	1.05	23.17	24.95
7/15/2024 11:45:03 AM	3.94	7.80	3.52	0.43	0.00	0.00	0.00	0.96	15.69	81.64	0.50	26.63	2090	7798	1584	13	0	0	0	0	11484	148.91	19.16	7.69	37.76	39.63	38.48	37.38	1.05	23.21	24.91
7/15/2024 11:45:06 AM	3.71	7.38	2.93	0.86	0.00	0.00	0.00	1.02	14.87	81.53	0.69	26.48	1965	7379	1316	26	0	0	0	0	10686	148.70	18.77	9.26	37.04	39.10	37.09	36.18	1.07	23.24	24.95
7/15/2024 11:45:09 AM	6.68	6.66	0.00	2.30	0.00	0.00	0.00	0.53	15.64	83.68	0.72	26.61	3539	6656	0	69	0	0	0	0	10264	152.62	16.34	9.92	36.71	35.01	39.76	36.20	1.07	23.29	24.91
7/15/2024 11:45:11 AM	2.12	7.15	3.88	1.57	0.00	0.00	0.00	0.98	14.74	83.14	0.75	26.67	1126	7155	1748	47	0	0	0	0	10076	151.65	21.79	10.66	37.59	38.76	38.32	37.20	1.07	23.35	24.92
7/15/2024 11:45:14 AM	4.47	6.84	0.00	3.35	0.00	0.00	0.00	1.19	14.66	82.28	0.78	26.41	2367	6842	0	101	0	0	0	0	9309	150.08	19.47	11.00	37.70	41.75	43.47	37.64	1.08	23.36	24.95
7/15/2024 11:45:17 AM	3.56	7.88	3.15	0.91	0.00	0.00	0.00	0.98	15.49	81.50	0.84	26.26	1884	7878	1419	27	0	0	0	0	11208	148.65	19.57	9.54	38.96	39.21	39.09	36.58	1.08	23.44	24.95
7/15/2024 11:45:19 AM	2.87	6.06	0.85	3.33	0.00	0.00	0.00	1.29	13.11	80.69	0.87	26.32	1522	6058	384	100	0	0	0	0	8064	147.18	20.90	9.64	34.96	40.69	39.73	36.16	1.08	23.43	25.00
7/15/2024 11:45:22 AM	3.88	7.05	1.05	2.43	0.00	0.00	0.00	1.13	14.40	81.74	0.98	26.44	2055	7045	471	73	0	0	0	0	9645	149.09	19.60	8.72	37.24	39.90	41.00	35.92	1.10	23.52	25.00
7/15/2024 11:45:25 AM	5.23	6.90	1.11	1.72	0.00	0.00	0.00	0.85	14.97	81.74	1.03	26.48	2774	6904	498	52	0	0	0	0	10229	149.08	17.66	8.19	36.32	37.58	38.71	35.95	1.10	23.53	25.05
7/15/2024 11:45:28 AM	5.21	7.35	0.57	1.81	0.00	0.00	0.00	0.97	14.93	82.37	1.07	26.42	2762	7347	255	54	0	0	0	0	10418	150.24	17.23	9.45	37.99	38.43	39.45	34.98	1.10	23.56	24.94
7/15/2024 11:45:30 AM	4.17	7.52	1.73	2.22	0.00	0.00	0.00	0.99	15.64	81.90	1.14	26.30	2212	7518	779	67	0	0	0	0	10575	149.38	20.62	9.02	39.30	40.24	42.63	37.96	1.11	23.58	25.23
7/15/2024 11:45:33 AM	4.65	7.34	1.31	4.96	0.00	0.00	0.00	1.12	18.26	81.51	1.16	26.34	2465	7344	588	149	0	0	0	0	10546	148.67	28.20	13.12	45.22	48.71	51.69	49.21	1.11	23.64	25.10
7/15/2024 11:45:36 AM	6.97	7.48	0.00	9.41	0.00	0.00	0.00	1.03	23.85	84.30	1.21	26.20	3694	7475	0	282	0	0	0	0	11451	153.75	39.36	19.88	56.54	60.78	68.68	68.12	1.12	23.68	25.24
7/15/2024 11:45:39 AM	4.94	6.68	1.42	7.99	0.00	0.00	0.00	1.15	21.03	83.60	1.27	26.13	2620	6677	639	240	0	0	0	0	10176	152.48	37.14	17.34	50.32	57.03	60.51	62.32	1.12	23.73	25.08
7/15/2024 11:45:41 AM	4.06	6.96	0.85	6.59	0.00	0.00	0.00	1.23	18.47	84.82	1.37	26.03	2151	6959	384	198	0	0	0	0	9693	154.71	31.61	16.16	47.17	51.43	54.73	52.39	1.13	23.79	25.05
7/15/2024 11:45:44 AM	5.23	6.67	0.00	6.94	0.00	0.00	0.00	1.28	18.83	84.96	1.39	26.17	2771	6670	0	208	0	0	0	0	9649	154.96	31.16	16.57	47.03	53.35	55.18	54.41	1.14	23.80	25.16
7/15/2024 11:45:47 AM	6.66	5.31	0.00	10.69	0.00	0.00	0.00	1.14	22.67	85.30	1.47	25.78	3529	5315	0	321	0	0	0	0	9165	155.57	42.02	20.25	51.87	62.83	65.39	72.18	1.14	23.84	25.05
7/15/2024 11:45:50 AM	6.35	4.79	0.00	11.69	0.00	0.00	0.00	1.24	22.83	85.50	1.52	25.32	3365	4788	0	351	0	0	0	0	8504	155.95	44.14	22.12	51.81	65.57	67.24	75.59	1.15	23.89	25.07
7/15/2024 11:45:52 AM	5.43	5.26	0.92	10.40	0.00	0.00	0.00	1.33	22.01	85.68	1.54	25.45	2880	5262	413	312	0	0	0	0	8867	156.28	42.87	19.36	50.68	64.13	64.59	72.02	1.15	23.98	25.10
7/15/2024 11:45:55 AM	5.03	3.64	0.69	11.08	0.00	0.00	0.00	1.32	20.44	84.93	1.55	25.56	2663	3645	309	332	0	0	0	0	6949	154.91	42.97	19.99	46.17	62.82	60.54	71.90	1.15	23.98	25.10
7/15/2024 11:45:58 AM	4.84	3.95	1.05	9.74	0.00	0.00	0.00	1.27	19.57	84.46	1.57	25.46	2563	3945	473	292	0	0	0	0	7273	154.05	39.83	17.81	44.11	59.52	57.25	67.31	1.15	23.98	25.08
7/15/2024 11:46:00 AM	4.92	3.82	0.84	10.20	0.00	0.00	0.00	1.32	19.78	84.39	1.57	25.08	2609	3820	379	306	0	0	0	0	7113	153.92	40.71	19.69	45.09	60.91	57.60	68.83	1.15	24.05	25.12
7/15/2024 11:46:03 AM	7.34	3.38	0.00	12.08	0.00	0.00	0.00	0.98	22.80	83.56	1.59	24.53	3891	3376	0	362	0	0	0	0	7629	152.41	44.66	20.13	48.06	64.05	65.04	78.15	1.16	24.06	25.21
