Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
/8/2024 1:08:12 PM	1.75	21.21	0.00	0.00	0.00	0.00	0.00	1.45	22.95	67.36	0.01	28.30	925	21206	0	0	0	0	0	0	22131	122.87	18.47	15.38	82.10	42.73	75.11	21.28	1.00	24.94	26.11
7/8/2024 1:08:15 PM	2.70	22.11	0.00	0.00	0.00	0.00	0.00	1.49	24.81	68.90	0.14	27.69	1431	22114	0	0	0	0	0	0	23546	125.67	19.95	15.44	85.55	46.14	79.74	24.89	1.01	24.94	26.10
7/8/2024 1:08:18 PM	2.33	22.24	0.00	0.00	0.00	0.00	0.00	1.44	24.57	68.17	0.24	27.22	1234	22244	0	0	0	0	0	0	23479	124.35	20.17	15.73	85.59	44.70	79.83	23.38	1.02	25.00	26.18
7/8/2024 1:08:21 PM	2.22	22.49	0.00	0.00	0.00	0.00	0.00	1.52	24.71	69.67	0.31	27.08	1177	22487	0	0	0	0	0	0	23664	127.08	19.96	15.13	86.91	45.80	80.30	23.62	1.03	25.05	26.14
7/8/2024 1:08:23 PM	2.01	23.24	0.00	0.00	0.00	0.00	0.00	1.65	25.25	67.34	0.36	26.98	1068	23240	0	0	0	0	0	0	24308	122.84	20.54	15.80	88.23	47.75	84.12	24.10	1.04	25.10	26.21
7/8/2024 1:08:26 PM	2.06	24.53	0.00	0.00	0.00	0.00	0.00	1.73	26.59	67.98	0.41	26.90	1093	24527	0	0	0	0	0	0	25621	124.01	21.94	16.24	94.13	49.98	87.29	25.07	1.04	25.14	26.26
7/8/2024 1:08:29 PM	2.18	26.01	0.09	0.00	0.00	0.00	0.00	1.83	28.28	69.01	0.46	26.80	1155	26013	41	0	0	0	0	0	27209	125.88	24.00	17.66	98.45	53.02	93.73	26.93	1.05	25.16	26.22
7/8/2024 1:08:32 PM	3.26	28.66	0.00	0.00	0.00	0.00	0.00	1.75	31.93	70.10	0.51	26.62	1730	28661	0	0	0	0	0	0	30391	127.87	24.85	19.27	110.81	56.66	101.46	30.24	1.05	25.22	26.22
7/8/2024 1:08:34 PM	3.60	29.39	0.00	0.00	0.00	0.00	0.00	1.75	32.99	70.80	0.56	26.33	1909	29393	0	0	0	0	0	0	31302	129.14	25.83	19.59	113.52	58.06	104.41	31.55	1.05	25.27	26.24
7/8/2024 1:08:37 PM	3.05	28.71	0.13	0.00	0.00	0.00	0.00	1.82	31.89	70.12	0.60	26.26	1615	28715	59	0	0	0	0	0	30389	127.89	26.49	19.49	109.82	57.24	102.63	30.52	1.06	25.30	26.27
7/8/2024 1:08:40 PM	3.26	30.66	0.00	0.00	0.00	0.00	0.00	1.82	33.92	70.79	0.65	26.28	1727	30659	0	0	0	0	0	0	32387	129.13	26.76	20.58	118.01	59.27	108.21	31.24	1.06	25.33	26.30
7/8/2024 1:08:43 PM	4.15	32.34	0.59	0.00	0.00	0.00	0.00	1.81	37.08	72.12	0.72	26.24	2202	32339	266	0	0	0	0	0	34807	131.54	30.73	21.81	125.27	63.99	115.13	36.89	1.07	25.39	26.32
7/8/2024 1:08:45 PM	3.58	31.04	1.17	0.00	0.00	0.00	0.00	1.74	35.78	73.05	0.76	26.12	1896	31036	527	0	0	0	0	0	33459	133.25	30.40	21.51	119.10	61.94	112.36	36.51	1.07	25.40	26.32
7/8/2024 1:08:48 PM	3.95	31.17	0.77	0.00	0.00	0.00	0.00	1.68	35.89	73.54	0.81	25.97	2093	31170	346	0	0	0	0	0	33609	134.13	29.96	20.62	121.07	61.14	111.10	35.69	1.08	25.43	26.34
7/8/2024 1:08:51 PM	3.32	29.26	1.17	0.00	0.00	0.00	0.00	1.74	33.75	74.17	0.85	25.85	1759	29258	526	0	0	0	0	0	31543	135.29	29.12	20.62	113.56	59.91	104.92	35.19	1.08	25.46	26.37
7/8/2024 1:08:53 PM	2.39	27.56	1.73	0.00	0.00	0.00	0.00	1.74	31.68	75.13	0.88	25.86	1268	27559	778	0	0	0	0	0	29605	137.05	28.61	19.27	106.60	57.73	99.71	33.97	1.09	25.53	26.38
7/8/2024 1:08:56 PM	2.32	25.06	1.44	0.00	0.00	0.00	0.00	1.70	28.82	76.45	0.97	25.65	1227	25059	649	0	0	0	0	0	26935	139.45	26.08	18.15	97.34	54.13	90.68	31.61	1.09	25.55	26.40
7/8/2024 1:08:59 PM	1.90	20.94	1.69	0.00	0.00	0.00	0.00	1.54	24.53	80.26	1.00	25.33	1004	20944	761	0	0	0	0	0	22709	146.40	23.20	15.33	82.06	48.18	76.93	29.09	1.10	25.56	26.40
7/8/2024 1:09:02 PM	1.55	19.15	1.31	0.00	0.00	0.00	0.00	1.63	22.02	80.90	1.04	25.28	823	19154	590	0	0	0	0	0	20567	147.56	21.13	13.59	74.35	46.16	71.08	26.61	1.10	25.61	26.43
