Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/15/2024 11:17:59 AM	7.96	11.59	6.67	5.95	0.00	0.00	0.00	0.82	32.16	79.13	0.07	27.02	4220	11588	3000	178	0	0	0	0	18987	144.33	46.63	21.38	71.13	71.66	76.28	84.33	1.01	25.03	24.78
7/15/2024 11:18:02 AM	8.52	13.03	8.72	5.11	0.00	0.00	0.00	0.80	35.39	79.46	0.14	26.97	4517	13031	3925	153	0	0	0	0	21627	144.93	49.76	23.63	77.38	77.12	79.70	91.51	1.01	25.06	24.83
7/15/2024 11:18:05 AM	8.93	11.70	8.24	6.37	0.00	0.00	0.00	0.77	35.24	78.92	0.19	27.14	4731	11697	3710	191	0	0	0	0	20330	143.95	51.77	23.15	74.93	78.42	80.25	95.19	1.02	25.10	24.81
7/15/2024 11:18:07 AM	10.08	13.22	7.38	5.71	0.00	0.00	0.00	0.67	36.39	78.59	0.22	27.13	5341	13219	3323	171	0	0	0	0	22054	143.35	49.45	22.99	78.99	77.21	83.04	92.68	1.02	25.10	24.83
7/15/2024 11:18:10 AM	9.41	10.19	4.33	6.84	0.00	0.00	0.00	0.86	30.78	79.81	0.27	27.04	4989	10195	1948	205	0	0	0	0	17337	145.58	44.23	20.49	67.02	70.95	74.00	83.16	1.03	25.13	24.89
7/15/2024 11:18:13 AM	9.44	9.58	3.51	6.87	0.00	0.00	0.00	0.81	29.41	80.03	0.29	27.00	5005	9585	1579	206	0	0	0	0	16375	145.97	42.04	19.82	64.12	67.77	71.25	79.55	1.03	25.15	24.86
7/15/2024 11:18:15 AM	9.85	9.85	4.28	6.69	0.00	0.00	0.00	0.54	30.68	78.97	0.32	26.82	5220	9850	1928	201	0	0	0	0	17199	144.04	42.94	20.83	65.91	66.70	71.95	81.48	1.03	25.19	24.91
7/15/2024 11:18:18 AM	8.47	10.81	5.31	5.48	0.00	0.00	0.00	0.85	30.06	79.55	0.35	26.56	4490	10806	2390	164	0	0	0	0	17850	145.09	42.17	19.56	66.31	68.20	71.18	78.85	1.03	25.20	24.91
7/15/2024 11:18:21 AM	7.44	10.13	4.84	3.96	0.00	0.00	0.00	0.77	26.37	80.44	0.41	26.39	3942	10132	2177	119	0	0	0	0	16369	146.71	35.47	16.52	58.97	59.18	62.20	66.99	1.04	25.25	24.95
