Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/15/2024 11:35:52 AM	3.76	6.09	0.61	1.86	0.00	0.00	0.00	0.80	12.32	79.06	0.06	27.77	1991	6089	276	56	0	0	0	0	8411	144.20	15.50	7.31	31.91	31.70	34.82	29.01	1.01	25.70	26.82
7/15/2024 11:35:54 AM	4.49	6.55	0.38	1.40	0.00	0.00	0.00	0.93	12.82	80.87	0.29	27.46	2379	6553	170	42	0	0	0	0	9144	147.50	14.78	5.13	32.31	33.90	36.23	29.75	1.03	25.75	26.58
7/15/2024 11:35:57 AM	5.20	6.98	0.00	3.02	0.00	0.00	0.00	0.86	15.20	83.19	0.64	27.00	2757	6981	0	91	0	0	0	0	9829	151.74	18.49	10.81	38.24	38.14	42.70	36.48	1.06	25.75	26.64
7/15/2024 11:36:00 AM	0.00	13.66	20.30	8.30	0.00	0.00	0.00	0.00	42.26	76.75	0.70	27.01	0	13659	9136	249	0	0	0	0	23044	140.00	84.95	32.74	97.48	69.81	91.09	120.95	1.07	25.82	26.69
7/15/2024 11:36:03 AM	2.25	6.14	4.20	3.87	0.00	0.00	0.00	0.91	16.46	78.89	0.86	26.80	1192	6140	1889	116	0	0	0	0	9338	143.90	28.62	11.25	38.90	43.71	44.66	46.96	1.08	25.85	26.66
7/15/2024 11:36:05 AM	2.09	5.88	5.26	5.06	0.00	0.00	0.00	0.48	18.30	79.46	0.91	26.59	1107	5884	2367	152	0	0	0	0	9510	144.94	33.38	10.61	40.57	42.65	50.05	52.16	1.09	25.82	26.69
7/15/2024 11:36:08 AM	5.43	6.53	0.15	3.27	0.00	0.00	0.00	0.82	15.38	83.08	0.96	26.50	2877	6526	68	98	0	0	0	0	9570	151.53	20.01	8.95	37.50	38.72	42.64	38.39	1.09	25.90	26.69
7/15/2024 11:36:11 AM	5.27	7.16	0.38	3.38	0.00	0.00	0.00	0.85	16.19	83.47	0.97	26.41	2792	7158	172	101	0	0	0	0	10223	152.24	21.09	11.61	40.84	40.02	44.16	39.52	1.10	25.90	26.67
7/15/2024 11:36:14 AM	5.11	6.96	0.00	5.59	0.00	0.00	0.00	0.95	17.67	83.97	1.00	26.30	2709	6961	2	168	0	0	0	0	9839	153.16	26.76	14.92	44.96	45.36	50.73	46.61	1.10	25.92	26.79
7/15/2024 11:36:16 AM	6.10	7.16	0.00	6.30	0.00	0.00	0.00	0.88	19.56	84.17	1.03	26.01	3231	7161	0	189	0	0	0	0	10580	153.52	29.47	14.83	47.64	48.65	55.44	52.15	1.10	25.95	26.67
7/15/2024 11:36:19 AM	5.60	7.44	0.07	6.85	0.00	0.00	0.00	0.86	19.95	84.56	1.10	25.94	2966	7443	31	205	0	0	0	0	10644	154.23	31.08	16.12	49.71	48.91	57.78	52.78	1.11	25.95	26.83
7/15/2024 11:36:22 AM	5.37	7.60	0.00	7.16	0.00	0.00	0.00	1.03	20.13	84.78	1.12	25.98	2844	7603	0	215	0	0	0	0	10662	154.63	32.14	15.90	50.40	51.58	59.93	54.26	1.11	25.99	26.93
7/15/2024 11:36:25 AM	5.60	7.94	0.00	7.10	0.00	0.00	0.00	0.97	20.64	85.21	1.18	25.95	2970	7943	0	213	0	0	0	0	11126	155.41	32.26	16.65	52.02	51.33	60.46	54.40	1.12	26.00	26.79
7/15/2024 11:36:27 AM	4.43	6.77	0.56	6.58	0.00	0.00	0.00	1.03	18.34	85.61	1.28	25.72	2350	6768	252	197	0	0	0	0	9568	156.14	30.63	15.05	46.10	48.53	54.39	50.92	1.13	26.03	26.72
7/15/2024 11:36:30 AM	4.73	6.67	0.00	6.56	0.00	0.00	0.00	1.02	17.95	85.56	1.33	25.37	2506	6666	0	197	0	0	0	0	9368	156.05	29.24	14.99	45.26	47.59	53.76	49.47	1.13	26.05	26.82
7/15/2024 11:36:33 AM	4.89	6.45	0.09	6.48	0.00	0.00	0.00	1.04	17.91	86.08	1.44	25.28	2590	6448	40	195	0	0	0	0	9273	157.01	29.33	15.43	44.96	48.08	52.41	50.15	1.14	26.09	26.82
7/15/2024 11:36:36 AM	6.33	4.68	0.00	10.25	0.00	0.00	0.00	0.91	21.26	86.13	1.55	25.15	3356	4681	0	307	0	0	0	0	8345	157.09	39.36	19.00	47.86	57.34	61.68	67.68	1.15	26.05	26.82
7/15/2024 11:36:38 AM	6.28	3.73	0.45	12.56	0.00	0.00	0.00	1.00	23.03	85.72	1.62	25.04	3330	3732	204	377	0	0	0	0	7643	156.35	46.91	21.85	50.52	64.46	66.85	78.55	1.16	26.11	26.82
7/15/2024 11:36:41 AM	6.63	3.82	0.52	12.86	0.00	0.00	0.00	0.98	23.84	85.96	1.66	25.06	3516	3823	234	386	0	0	0	0	7960	156.78	48.12	23.15	52.17	65.98	68.17	81.02	1.16	26.13	26.85
7/15/2024 11:36:44 AM	6.50	3.66	0.50	13.33	0.00	0.00	0.00	0.96	23.99	85.91	1.70	25.17	3446	3661	223	400	0	0	0	0	7730	156.69	49.24	23.20	52.36	66.27	69.42	82.06	1.17	26.18	26.88
7/15/2024 11:36:47 AM	7.72	3.17	0.00	14.54	0.00	0.00	0.00	0.81	25.43	85.59	1.75	24.90	4091	3170	0	436	0	0	0	0	7697	156.10	51.78	24.13	53.74	68.38	72.72	87.55	1.17	26.16	26.87
7/15/2024 11:36:50 AM	7.61	2.98	0.00	14.78	0.00	0.00	0.00	0.83	25.37	84.85	1.80	24.59	4032	2984	0	443	0	0	0	0	7459	154.76	52.31	23.61	53.19	68.90	73.35	88.22	1.18	26.16	26.85
7/15/2024 11:36:52 AM	8.40	3.69	0.41	13.58	0.00	0.00	0.00	0.73	26.08	84.21	1.87	24.02	4454	3688	186	407	0	0	0	0	8735	153.59	50.39	23.35	54.32	68.00	71.89	87.34	1.18	26.20	26.85
7/15/2024 11:36:55 AM	8.60	4.95	1.10	10.98	0.00	0.00	0.00	0.63	25.64	82.75	1.90	23.07	4558	4954	497	329	0	0	0	0	10339	150.93	44.99	20.85	53.67	63.58	67.59	80.48	1.19	26.24	26.93
7/15/2024 11:36:58 AM	9.69	5.39	0.00	10.52	0.00	0.00	0.00	0.51	25.60	82.11	1.93	22.88	5133	5392	0	316	0	0	0	0	10841	149.77	41.87	20.44	54.06	60.93	67.03	77.14	1.19	26.26	26.85
7/15/2024 11:37:01 AM	9.12	5.53	0.35	10.34	0.00	0.00	0.00	0.55	25.34	81.97	1.95	22.62	4831	5531	158	310	0	0	0	0	10831	149.51	41.95	20.57	54.11	60.71	66.57	76.28	1.19	26.26	26.85
7/15/2024 11:37:03 AM	8.76	5.68	1.36	9.58	0.00	0.00	0.00	0.45	25.38	82.34	2.03	21.94	4641	5679	613	288	0	0	0	0	11221	150.18	41.56	20.32	53.66	59.25	64.79	75.59	1.20	26.27	26.95
7/15/2024 11:37:06 AM	8.67	4.75	0.04	9.79	0.00	0.00	0.00	0.54	23.26	82.37	2.08	21.53	4596	4753	18	294	0	0	0	0	9661	150.23	38.91	18.30	49.09	56.66	61.78	71.17	1.20	26.32	26.96
7/15/2024 11:37:09 AM	7.38	4.98	0.15	8.03	0.00	0.00	0.00	0.63	20.53	82.74	2.09	21.41	3912	4979	66	241	0	0	0	0	9198	150.91	33.53	16.24	45.00	50.97	55.12	61.26	1.20	26.32	27.01
7/15/2024 11:37:12 AM	6.49	7.21	1.12	5.42	0.00	0.00	0.00	0.59	20.24	83.71	2.48	21.36	3439	7208	505	163	0	0	0	0	11315	152.68	28.80	15.67	47.63	46.21	52.73	52.52	1.24	26.31	26.96
7/15/2024 11:37:15 AM	8.25	7.22	0.36	3.56	0.00	0.00	0.00	0.54	19.39	78.87	2.12	21.33	4371	7224	160	107	0	0	0	0	11862	143.86	22.70	10.84	43.36	43.30	47.94	47.83	1.21	26.35	27.03
7/15/2024 11:37:17 AM	8.20	6.90	1.02	3.52	0.00	0.00	0.00	0.50	19.63	78.84	2.37	21.44	4344	6896	457	106	0	0	0	0	11803	143.80	23.56	12.00	43.07	43.78	46.58	49.71	1.23	26.34	27.12
7/15/2024 11:37:20 AM	9.51	5.91	1.30	2.54	0.00	0.00	0.00	0.39	19.27	76.28	2.40	21.42	5043	5915	587	76	0	0	0	0	11621	139.13	21.17	9.41	38.31	42.90	41.48	50.45	1.23	26.35	27.00
7/15/2024 11:37:23 AM	9.36	5.27	0.64	3.12	0.00	0.00	0.00	0.44	18.40	75.58	2.46	21.43	4962	5274	290	93	0	0	0	0	10619	137.86	21.05	9.47	36.58	42.52	40.71	49.73	1.24	26.34	27.03
7/15/2024 11:37:26 AM	9.75	5.10	2.49	0.90	0.00	0.00	0.00	0.28	18.24	73.68	2.56	20.62	5168	5095	1120	27	0	0	0	0	11410	134.38	18.15	8.05	33.20	40.19	33.57	48.72	1.25	26.36	27.11
7/15/2024 11:37:29 AM	12.01	3.08	1.48	1.13	0.00	0.00	0.00	0.52	17.70	74.13	2.71	19.80	6366	3082	667	34	0	0	0	0	10149	135.22	17.08	6.43	27.30	45.30	28.88	54.18	1.27	26.36	27.17
7/15/2024 11:37:31 AM	11.04	2.88	1.38	0.88	0.00	0.00	0.00	0.65	16.17	76.26	2.74	19.28	5849	2881	619	26	0	0	0	0	9375	139.11	15.71	5.89	25.16	43.70	26.47	50.42	1.27	26.36	27.16
7/15/2024 11:37:34 AM	11.13	3.02	1.32	0.91	0.00	0.00	0.00	0.66	16.37	75.73	2.79	19.62	5897	3015	595	27	0	0	0	0	9534	138.13	15.85	5.85	25.68	44.11	27.14	50.72	1.27	26.36	27.19
7/15/2024 11:37:37 AM	10.80	2.91	1.33	0.83	0.00	0.00	0.00	0.66	15.87	76.58	2.84	19.84	5723	2907	600	25	0	0	0	0	9255	139.68	15.40	5.77	24.90	43.13	26.19	49.39	1.28	26.38	27.11
7/15/2024 11:37:40 AM	9.84	2.25	0.64	1.25	0.00	0.00	0.00	1.03	13.98	81.96	3.09	18.08	5218	2251	286	37	0	0	0	0	7793	149.48	14.93	5.76	22.24	44.69	24.20	47.45	1.30	26.36	27.14
7/15/2024 11:37:42 AM	9.78	1.96	0.16	1.34	0.00	0.00	0.00	1.21	13.24	82.15	3.16	17.09	5184	1963	72	40	0	0	0	0	7258	149.83	14.34	5.20	20.85	45.81	23.33	46.84	1.31	26.36	27.20
7/15/2024 11:37:45 AM	9.60	2.17	0.61	0.88	0.00	0.00	0.00	1.26	13.26	82.40	3.18	17.29	5090	2165	274	26	0	0	0	0	7556	150.30	14.09	5.01	20.87	46.25	22.61	46.70	1.31	26.36	27.11
7/15/2024 11:37:48 AM	9.79	2.41	0.54	0.90	0.00	0.00	0.00	1.24	13.64	82.12	3.25	17.71	5191	2411	242	27	0	0	0	0	7871	149.78	14.21	5.51	22.00	46.57	23.40	47.07	1.32	26.34	27.16
7/15/2024 11:37:50 AM	9.52	2.31	0.58	0.64	0.00	0.00	0.00	1.34	13.06	82.52	3.29	17.65	5046	2308	262	19	0	0	0	0	7635	150.52	13.57	4.95	20.84	46.70	22.12	46.05	1.32	26.34	27.22
7/15/2024 11:37:54 AM	8.55	2.11	0.35	0.53	0.00	0.00	0.00	1.27	11.54	82.74	3.35	17.69	4532	2110	156	16	0	0	0	0	6814	150.92	11.90	4.14	18.70	42.30	20.14	40.87	1.33	26.34	27.14
7/15/2024 11:37:56 AM	8.04	1.98	0.49	0.43	0.00	0.00	0.00	1.31	10.94	83.46	3.40	17.86	4259	1976	222	13	0	0	0	0	6469	152.22	11.63	4.09	17.78	41.70	19.01	39.66	1.33	26.31	27.09
7/15/2024 11:37:59 AM	8.01	2.10	0.56	0.41	0.00	0.00	0.00	1.32	11.08	83.80	3.46	17.50	4246	2100	254	12	0	0	0	0	6613	152.84	11.81	4.17	18.22	42.03	19.38	39.89	1.34	26.31	27.19
7/15/2024 11:38:02 AM	7.22	1.87	0.20	0.50	0.00	0.00	0.00	1.30	9.80	85.00	3.49	17.18	3829	1874	89	15	0	0	0	0	5807	155.03	10.67	3.76	16.55	39.04	18.03	35.99	1.34	26.33	27.16
7/15/2024 11:38:04 AM	6.54	1.73	0.11	0.49	0.00	0.00	0.00	1.34	8.87	85.05	3.52	17.57	3466	1729	48	15	0	0	0	0	5258	155.13	10.05	3.48	15.34	37.53	16.94	33.55	1.34	26.32	27.19
7/15/2024 11:38:07 AM	6.75	2.19	0.47	0.00	0.00	0.00	0.00	1.30	9.41	84.99	3.57	17.45	3576	2186	213	0	0	0	0	0	5975	155.02	9.75	3.33	16.55	37.66	16.98	33.69	1.35	26.26	27.16
7/15/2024 11:38:10 AM	5.31	2.24	0.67	0.01	0.00	0.00	0.00	1.19	8.23	86.35	3.66	16.27	2814	2237	302	0	0	0	0	0	5354	157.49	9.16	3.41	15.58	33.24	16.24	29.01	1.36	26.29	27.30
7/15/2024 11:38:13 AM	4.62	1.56	0.00	0.49	0.00	0.00	0.00	1.16	6.67	87.20	3.70	15.72	2448	1562	0	15	0	0	0	0	4025	159.05	8.19	3.10	12.91	30.14	14.65	25.52	1.36	26.26	27.25
7/15/2024 11:38:15 AM	4.92	1.52	0.07	0.36	0.00	0.00	0.00	1.19	6.87	87.00	3.79	15.79	2607	1520	34	11	0	0	0	0	4171	158.68	8.21	2.91	12.82	31.06	14.31	26.48	1.37	26.29	27.16
7/15/2024 11:38:18 AM	4.55	1.41	0.00	0.50	0.00	0.00	0.00	1.15	6.46	87.44	3.85	15.46	2414	1413	0	15	0	0	0	0	3842	159.49	8.03	2.88	12.25	29.78	14.23	25.24	1.38	26.23	27.19
7/15/2024 11:38:21 AM	3.96	1.30	0.09	0.32	0.00	0.00	0.00	1.05	5.68	87.46	3.93	15.49	2101	1301	42	10	0	0	0	0	3453	159.52	7.17	2.67	11.15	26.69	12.56	22.26	1.39	26.21	27.16
7/15/2024 11:38:24 AM	3.95	1.16	0.00	0.31	0.00	0.00	0.00	0.97	5.43	86.67	3.98	15.21	2093	1163	0	9	0	0	0	0	3265	158.09	6.66	2.34	10.42	25.16	12.02	21.21	1.39	26.19	27.16
7/15/2024 11:38:26 AM	3.53	1.42	0.25	0.00	0.00	0.00	0.00	0.96	5.20	85.50	3.97	15.68	1871	1422	110	0	0	0	0	0	3403	155.94	6.21	1.80	10.41	24.02	11.81	19.57	1.39	26.21	27.16
7/15/2024 11:38:29 AM	3.70	1.31	0.00	0.22	0.00	0.00	0.00	0.95	5.23	85.13	3.97	16.08	1959	1312	0	7	0	0	0	0	3277	155.28	6.28	2.17	10.45	24.22	12.07	19.93	1.39	26.16	27.14
7/15/2024 11:38:32 AM	3.42	1.30	0.10	0.28	0.00	0.00	0.00	0.94	5.10	85.42	4.04	16.19	1813	1304	44	8	0	0	0	0	3169	155.81	6.53	2.29	10.49	23.73	12.05	19.54	1.40	26.14	27.30
7/15/2024 11:38:35 AM	3.08	1.26	0.00	0.00	0.00	0.00	0.00	0.66	4.34	81.67	3.86	15.34	1633	1261	0	0	0	0	0	0	2894	148.96	4.04	0.62	9.72	18.22	10.09	15.00	1.38	26.09	27.22
7/15/2024 11:38:37 AM	2.71	1.52	0.41	0.35	0.00	0.00	0.00	0.64	4.99	79.76	4.33	15.60	1438	1519	187	10	0	0	0	0	3153	145.48	6.46	3.29	11.28	19.13	12.11	16.74	1.42	26.10	27.16
7/15/2024 11:38:40 AM	2.14	1.44	0.23	0.84	0.00	0.00	0.00	0.50	4.66	76.66	4.49	15.47	1132	1443	106	25	0	0	0	0	2706	139.82	6.84	4.17	11.59	16.52	12.68	15.02	1.44	26.05	27.27
7/15/2024 11:38:42 AM	1.92	1.41	0.32	0.00	0.00	0.00	0.00	0.41	3.66	73.21	4.27	14.92	1019	1414	145	0	0	0	0	0	2577	133.54	4.28	1.96	9.19	12.81	9.81	10.75	1.42	26.00	27.19
7/15/2024 11:38:45 AM	1.73	1.17	0.28	0.00	0.00	0.00	0.00	0.28	3.18	70.92	4.29	14.54	915	1170	126	0	0	0	0	0	2211	129.37	3.67	1.29	8.00	10.25	8.83	8.97	1.42	26.04	27.16
7/15/2024 11:38:48 AM	0.84	1.52	0.32	0.38	0.00	0.00	0.00	0.30	3.05	69.37	4.36	13.87	444	1518	144	11	0	0	0	0	2118	126.53	4.56	3.17	9.62	9.78	10.29	7.91	1.43	26.00	27.16
7/15/2024 11:38:51 AM	1.18	1.52	0.22	0.00	0.00	0.00	0.00	0.22	2.92	67.44	4.49	13.88	627	1520	98	0	0	0	0	0	2245	123.02	3.33	1.87	8.92	8.34	9.19	6.64	1.44	25.95	27.16
7/15/2024 11:38:53 AM	1.12	1.44	0.20	0.00	0.00	0.00	0.00	0.22	2.75	67.72	4.54	13.78	596	1435	88	0	0	0	0	0	2119	123.52	3.19	1.80	8.52	8.10	8.86	6.35	1.45	25.90	27.08
7/15/2024 11:38:56 AM	1.07	1.40	0.06	0.00	0.00	0.00	0.00	0.23	2.53	67.48	4.58	14.13	569	1403	25	0	0	0	0	0	1997	123.08	2.87	1.60	8.25	7.68	8.58	5.65	1.45	25.86	27.27
7/15/2024 11:38:59 AM	0.87	1.37	0.12	0.00	0.00	0.00	0.00	0.23	2.35	67.28	4.70	14.02	461	1369	53	0	0	0	0	0	1882	122.72	2.85	1.59	7.86	7.33	8.52	5.23	1.46	25.87	27.16
7/15/2024 11:39:02 AM	0.81	1.24	0.00	0.00	0.00	0.00	0.00	0.24	2.05	67.43	4.81	13.19	428	1244	0	0	0	0	0	0	1672	122.99	2.45	1.29	7.40	6.92	7.83	4.58	1.47	25.80	27.16
7/15/2024 11:39:05 AM	0.81	1.17	0.00	0.00	0.00	0.00	0.00	0.26	1.98	69.01	4.89	12.60	427	1173	0	0	0	0	0	0	1600	125.88	2.34	1.32	7.04	7.11	7.72	4.69	1.48	25.76	27.03
7/15/2024 11:39:07 AM	0.85	1.20	0.00	0.00	0.00	0.00	0.00	0.25	2.06	70.19	4.95	12.10	452	1205	0	0	0	0	0	0	1657	128.03	2.34	1.31	7.40	7.20	7.64	4.81	1.48	25.73	27.28
7/15/2024 11:39:10 AM	0.87	1.13	0.00	0.00	0.00	0.00	0.00	0.25	2.00	70.77	5.08	12.17	463	1129	0	0	0	0	0	0	1591	129.08	2.38	1.39	6.95	7.20	7.58	4.88	1.50	25.70	27.03
7/15/2024 11:39:13 AM	0.84	1.07	0.00	0.00	0.00	0.00	0.00	0.27	1.91	71.00	5.13	12.55	447	1067	0	0	0	0	0	0	1514	129.51	2.36	1.31	6.64	7.23	7.44	4.85	1.50	25.67	27.16
7/15/2024 11:39:16 AM	0.82	1.10	0.00	0.00	0.00	0.00	0.00	0.27	1.92	70.91	5.18	13.04	437	1096	0	0	0	0	0	0	1533	129.35	2.34	1.33	6.89	7.25	7.35	4.80	1.51	25.60	27.04
7/15/2024 11:39:19 AM	0.88	1.17	0.00	0.00	0.00	0.00	0.00	0.26	2.05	70.86	5.24	13.25	468	1170	0	0	0	0	0	0	1638	129.26	2.42	1.32	7.25	7.33	7.61	4.95	1.51	25.57	27.01
7/15/2024 11:39:21 AM	0.93	1.17	0.00	0.00	0.00	0.00	0.00	0.25	2.10	70.42	5.26	13.40	493	1170	0	0	0	0	0	0	1663	128.45	2.43	1.36	7.26	7.34	7.66	5.06	1.52	25.55	27.03
7/15/2024 11:39:24 AM	0.87	1.06	0.00	0.00	0.00	0.00	0.00	0.26	1.92	70.96	5.26	13.40	459	1059	0	0	0	0	0	0	1518	129.44	2.39	1.30	6.69	7.16	7.35	4.86	1.52	25.50	27.19
7/15/2024 11:39:27 AM	0.84	1.12	0.00	0.00	0.00	0.00	0.00	0.27	1.96	70.73	5.30	13.38	446	1118	0	0	0	0	0	0	1564	129.01	2.41	1.33	6.97	7.27	7.45	4.84	1.52	25.49	27.00
7/15/2024 11:39:30 AM	0.85	1.08	0.00	0.00	0.00	0.00	0.00	0.28	1.92	71.04	5.41	13.60	449	1076	0	0	0	0	0	0	1525	129.58	2.44	1.37	6.68	7.47	7.47	4.98	1.53	25.42	27.11
7/15/2024 11:39:32 AM	0.88	1.11	0.00	0.00	0.00	0.00	0.00	0.27	1.98	71.02	5.44	13.29	465	1108	0	0	0	0	0	0	1573	129.55	2.45	1.36	6.89	7.35	7.52	4.97	1.53	25.37	27.16
7/15/2024 11:39:35 AM	0.96	1.13	0.00	0.00	0.00	0.00	0.00	0.27	2.09	71.08	5.52	13.04	509	1132	0	0	0	0	0	0	1642	129.65	2.48	1.38	7.11	7.55	7.60	5.24	1.54	25.38	26.93
7/15/2024 11:39:37 AM	0.90	1.17	0.00	0.00	0.00	0.00	0.00	0.27	2.07	70.96	5.54	12.38	475	1171	0	0	0	0	0	0	1646	129.43	2.45	1.39	7.10	7.49	7.79	5.07	1.54	25.30	26.88
7/15/2024 11:39:40 AM	1.23	1.26	0.01	0.00	0.00	0.00	0.00	0.22	2.51	70.13	5.59	12.18	654	1261	5	0	0	0	0	0	1920	127.93	2.74	1.49	7.70	7.74	8.33	5.93	1.55	25.28	26.96
