"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"BVR",50,2024-06-10 15:35:56,1161,2.22,3.73,16.27,1.41,3.42,24.83,0.83,20.91,86.64,46.35,40.93,28.84,17.09,75.18,73.17,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:35:59,1161,2.26,3.67,18.81,2.41,2.54,27.44,0.77,20.66,87.39,47.87,41.65,29.97,18.4,81.21,81.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:01,1161,2.32,3.31,22.18,4.56,0.66,30.71,0.66,20.74,87.51,49.1,41.97,30.84,19.95,86.86,91.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:04,1161,2.38,3.73,19.34,1.67,3.15,27.88,0.75,20.8,88.09,47.81,41.16,30.49,19.44,84.39,84.03,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:07,1161,2.43,2.9,19.04,3.97,1.27,27.19,0.69,20.6,87.83,45.91,39.99,29.08,18,77.86,80.3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:09,1161,2.47,3.75,16.65,1.33,3.06,24.8,0.76,20.26,87.91,44.78,38.99,27.76,16.78,75.08,73.63,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:12,1161,2.53,3.29,16.57,2.17,1.66,23.69,0.74,20.22,88.32,41.91,35.24,25,15.93,69.71,70.81,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:15,1161,2.58,2.98,15.27,2.6,0.44,21.3,0.68,20.02,89.57,37.46,30.58,21.12,13.87,60.87,63.57,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:17,1161,2.64,3.06,13.77,1.44,1.38,19.65,0.77,19.86,89.39,37.02,30,20.61,13.32,58.42,59.16,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:21,1161,2.74,2.89,12.11,1.75,0.5,17.25,0.74,19.4,89.81,33.42,26.67,17.38,11.02,49.85,51.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:36:23,1161,2.81,2.37,7.61,0,1.44,11.41,0.89,18.8,92.13,28.44,21.42,13.4,7.68,36.59,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:26,1161,2.86,2.08,6.42,0,0.79,9.29,0.94,17.99,92.87,25.84,18.02,10.61,6.1,29.98,28.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:29,1161,2.92,2.18,6.1,0.05,0.78,9.12,0.95,17.71,93.08,26.07,18.53,10.55,6.04,28.95,27.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:31,1161,2.98,2.32,7.69,0.82,0,10.83,0.9,17.91,92.81,27.06,19.11,10.96,6.91,31.49,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:34,1161,3.04,2.38,6.63,0.09,0.61,9.72,0.93,17.81,93.01,26.44,18.71,10.54,6.58,30.09,29.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:37,1161,3.06,2.19,6.55,0.21,0.52,9.46,0.96,18.18,92.79,26.37,18.35,10.42,6.31,29.52,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:39,1161,3.11,2.3,6.27,0,0.68,9.25,0.96,18.27,92.76,26.29,18.45,10.26,6.58,28.95,28.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:42,1161,3.14,2.35,6.61,0.34,0,9.31,0.9,17.77,93.32,25.05,17.01,9.28,5.99,26.69,29.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:45,1161,3.17,1.86,5.11,0.21,0.31,7.49,0.97,17.12,93.36,24.04,16.18,8.66,4.93,23.73,23.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:48,1161,3.23,1.86,4.95,0.35,0,7.16,0.96,16.9,93.41,23.3,15.41,7.95,4.42,21.79,22.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:50,1161,3.32,1.7,4.37,0.27,0,6.35,0.96,16.79,93.64,22.33,14.46,7.28,4.05,19.84,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:53,1161,3.37,1.34,3.48,0,0.4,5.22,0.99,15.95,94.05,21.47,13.71,7.01,3.68,18.17,16.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:56,1161,3.38,1.49,3.6,0,0.29,5.38,1,15.46,93.87,21.67,13.83,6.94,3.71,18.17,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:36:58,1161,3.4,1.52,3.68,0,0.3,5.5,1,16.04,93.69,21.94,14.04,6.99,3.7,18.63,17.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:02,1161,3.47,1.49,3.83,0.29,0,5.61,0.97,15.72,93.9,21.5,13.74,6.82,3.7,18.02,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:04,1161,3.49,1.33,3.7,0.28,0.1,5.42,0.99,15.32,93.84,21.6,13.74,6.99,3.65,17.92,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:07,1161,3.53,1.41,3.28,0,0.3,4.99,0.98,15.34,94.07,21.04,13.42,6.66,3.46,17.07,15.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:10,1161,3.59,1.57,3.49,0.08,0.13,5.27,0.96,14.95,94.09,21.01,13.47,6.54,3.44,17.3,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:12,1161,3.66,1.35,3.04,0.1,0.12,4.61,0.98,15.12,94.33,20.54,12.9,6.19,3.19,15.57,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:15,1161,3.81,1.32,2.9,0,0.19,4.4,0.97,14.3,94.39,20.08,12.51,5.99,3.16,15.21,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:18,1161,3.91,1.24,3.02,0.11,0.1,4.47,0.98,14.22,94.1,20.15,12.45,6.06,3.12,15.34,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:21,1161,4.02,1.2,2.73,0.14,0.07,4.14,0.96,13.94,94.35,19.56,12.11,5.77,2.95,14.23,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:23,1161,4.1,1.05,2.32,0,0.24,3.61,0.99,13.71,94.51,19.34,11.8,5.5,2.67,13.57,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:26,1161,4.2,1.23,2.4,0,0.18,3.81,0.94,13.95,94.31,19.04,11.85,5.54,2.63,13.48,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:29,1161,4.29,1.06,2.51,0,0.25,3.83,0.97,14.13,94.81,19.27,11.8,5.68,2.64,14.28,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:32,1161,4.35,1.12,2.61,0.22,0.03,3.97,0.96,14.43,94.69,19.38,11.98,5.67,2.95,13.59,12.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:34,1161,4.42,0.92,2.41,0,0.22,3.56,0.96,14.57,94.51,18.68,11.16,5.41,2.78,13.62,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:37,1161,4.52,1.11,2.63,0.06,0.1,3.9,0.94,14.67,94.52,18.81,11.42,5.51,2.83,13.83,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:40,1161,4.61,1.08,2.67,0.09,0.06,3.9,0.91,14.09,94.53,18.36,11.09,5.41,2.89,13.78,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:43,1161,4.72,0.86,2.89,0.08,0.13,3.96,0.93,13.28,94.28,18.51,10.83,5.67,3.13,14.56,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:45,1161,4.79,0.84,2.47,0,0.24,3.56,0.94,13.15,94.5,18.35,10.85,5.55,2.85,13.6,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:48,1161,4.87,0.81,2.39,0.05,0.12,3.37,0.92,12.97,94.72,17.67,10.26,5.18,2.72,12.82,11.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:51,1161,4.91,0.59,2.3,0,0.2,3.09,0.92,12.76,94.9,17.17,9.64,5.06,2.63,12.73,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:53,1161,5.01,0.67,2.27,0,0.15,3.09,0.91,12.82,94.98,17.07,9.63,4.82,2.57,12.6,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:56,1161,5.11,0.66,2.44,0,0.18,3.28,0.91,12.36,94.88,17.34,9.79,5.15,2.67,13.16,11.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:37:59,1161,5.19,0.51,2.08,0,0.24,2.83,0.9,11.93,95.04,16.66,9.37,4.89,2.46,12.16,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:02,1161,5.27,0.75,2.26,0,0.08,3.09,0.89,12.11,95.02,16.76,9.47,4.77,2.52,12.16,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:04,1161,5.36,0.74,2.6,0.16,0,3.5,0.9,12.2,94.77,17.36,9.92,5.14,2.62,13.13,12.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:07,1161,5.46,0.69,2.16,0,0.23,3.07,0.88,12.04,94.58,16.87,9.8,4.89,2.38,12.71,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:10,1161,5.56,0.68,2.18,0,0.12,2.98,0.85,11.78,94.97,16.2,9.14,4.66,2.44,12.04,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:13,1161,5.67,0.75,2.25,0,0,3,0.85,11.92,95.14,16.07,8.9,4.39,2.41,11.76,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:15,1161,5.8,0.64,2.35,0,0.08,3.06,0.85,11.95,95.05,16.08,8.87,4.64,2.54,12.37,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:18,1161,5.95,0.72,2.15,0.05,0,2.91,0.83,11.66,95.05,15.7,8.8,4.41,2.37,11.41,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:21,1161,6.05,0.53,2.04,0,0.12,2.69,0.84,11.48,95.02,15.61,8.57,4.44,2.41,11.48,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:24,1161,6.15,0.62,2.22,0,0.08,2.93,0.84,11.64,94.9,15.83,8.74,4.53,2.47,11.96,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:26,1161,6.28,0.66,2.39,0,0.02,3.08,0.83,11.44,94.92,15.74,8.61,4.49,2.62,12.23,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:29,1161,6.41,0.6,2.12,0,0.08,2.8,0.82,11.1,94.88,15.32,8.45,4.37,2.35,11.57,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:32,1161,6.46,0.51,2.07,0,0.06,2.65,0.82,11.23,94.86,15.14,8.14,4.18,2.36,11.35,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:35,1161,6.53,0.58,2.05,0,0.09,2.72,0.81,11.57,94.37,15.14,8.36,4.32,2.37,11.31,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:38,1161,6.68,0.59,2.34,0.09,0.01,3.03,0.8,11.15,94.81,15.33,8.46,4.54,2.37,12.09,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:40,1161,6.83,0.53,2.3,0,0.06,2.9,0.82,10.84,94.66,15.36,8.26,4.42,2.41,12.15,11.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:43,1161,6.99,0.47,1.97,0,0.11,2.55,0.82,10.94,94.66,15.06,8.15,4.24,2.2,11.26,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:46,1161,7.14,0.7,2.46,0,0,3.17,0.81,10.93,94.21,15.66,8.56,4.41,2.46,12.31,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:48,1161,7.25,0.62,2.13,0,0.02,2.77,0.82,10.73,93.95,15.36,8.37,4.14,2.18,11.66,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:52,1161,7.35,0.53,2.08,0,0.07,2.68,0.83,10.83,93.78,15.27,8.24,4.24,2.26,11.48,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:54,1161,7.47,0.47,2.37,0,0.02,2.86,0.85,11.05,93.82,15.53,8.08,4.33,2.44,12.18,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:38:57,1161,7.56,0.64,2.22,0,0.01,2.87,0.83,10.9,93.38,15.48,8.41,4.26,2.38,11.7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:00,1161,7.73,0.45,1.91,0,0.1,2.46,0.86,10.78,92.8,15.42,8.27,4.22,2.21,10.99,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:02,1161,7.83,0.54,2.4,0,0,2.94,0.83,10.67,92.98,15.5,8.15,4.25,2.47,11.96,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:05,1161,8.03,0.46,2.18,0,0.09,2.73,0.85,10.5,92.46,15.59,8.32,4.29,2.37,11.97,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:08,1161,8.19,0.63,2.36,0,0.02,3.01,0.84,10.31,92.13,15.78,8.53,4.38,2.53,12.23,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:11,1161,8.38,0.48,2.06,0,0.05,2.6,0.85,10.41,91.8,15.38,8.17,4.14,2.27,11.39,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:13,1161,8.56,0.47,2.21,0,0.03,2.71,0.85,10.41,91.68,15.4,8.07,4.23,2.35,11.68,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:16,1161,8.72,0.38,2.24,0,0,2.62,0.86,10.25,91.58,15.3,7.75,4.13,2.29,11.61,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:19,1161,8.97,0.23,1.9,0,0.11,2.25,0.87,10.12,90.87,15.11,7.7,4.02,2.09,11.13,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:22,1161,9.21,0.37,2.1,0,0,2.47,0.86,10.05,90.63,15.19,7.69,3.9,2.17,11.13,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:25,1161,9.39,0.37,2.31,0,0,2.67,0.86,9.99,90.04,15.45,7.78,4.04,2.33,11.69,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 15:39:27,1161,9.73,0.35,2.22,0,0,2.57,0.86,9.94,89.72,15.26,7.66,3.97,2.31,11.47,10.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-06-10 15:39:30,1161,9.93,0.33,2.24,0,0,2.56,0.87,9.94,89.62,15.37,7.67,4.05,2.27,11.55,10.5,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:39,1167,0.29,40.09,10.81,2.18,1.94,55.02,0,24.75,81.85,101.56,159.94,37.77,15.55,80.73,84.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:42,1167,0.36,43.62,10.4,0,3.22,57.24,0,24.71,81.43,106,168.57,37.71,15.83,85.91,85.84,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:44,1167,0.45,45.46,10.63,1.27,2.12,59.49,0,24.61,81.37,110.96,175.57,38.9,16.01,84.16,87.86,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:47,1167,0.56,48.74,9.9,0,3.63,62.28,0,24.57,80.56,116.99,188.12,40.75,18.4,89.07,90.14,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:49,1167,0.62,49.73,10.07,0,3.08,62.88,0,24.62,82.26,117.5,189.63,40.46,16.06,88.46,90.61,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:52,1167,0.69,51.41,10.41,0,2.84,64.67,0,24.56,81.48,119.88,195.31,39.84,17.37,90.37,92.66,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:55,1167,0.77,52.3,9.83,0,3.48,65.61,0,24.51,81.7,122.99,200.58,42.19,17.51,91.19,93.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:41:58,1167,0.85,53.32,10.07,0,3.47,66.87,0,24.45,80.98,124.96,204.33,43.04,17.44,92.55,95.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:01,1167,0.93,54.09,10.11,0,3.35,67.55,0,24.46,80.71,126.61,206.39,42.82,17.15,93.45,95.07,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:03,1167,0.99,54.63,9.79,0,3.95,68.37,0,24.49,81.54,128.88,210.54,44.6,18.15,94.85,95.92,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:06,1167,1.05,54.09,9.85,0,4.03,67.97,0,24.44,81.96,128.97,208.33,44.62,18.65,94.98,95.5,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:09,1167,1.13,54.3,10.24,0,2.96,67.5,0,24.43,81.66,125.72,205.96,41.95,17.89,91.62,95.68,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:12,1167,1.18,54.75,10.27,0,3.44,68.46,0,24.39,81.21,128.18,209.19,43.7,17.38,94.64,96.69,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:14,1167,1.24,53.4,10.77,0.48,3.15,67.8,0,24.36,81.19,126.98,204.87,43.91,18.48,93.67,97.61,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:17,1167,1.33,52.6,10.37,0,3.4,66.38,0,24.35,81.88,124.26,201.15,42.74,18.35,92.32,95.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:20,1167,1.42,49.86,11.13,0,3.32,64.32,0,24.28,81.81,119.31,191.33,41.24,18.06,93.42,94.65,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:23,1167,1.54,49.11,12.83,0,2.77,64.72,0,23.95,81.75,118.9,186.25,40.96,17.97,96.44,98.74,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:26,1167,1.63,52.56,12.8,0.21,2.35,67.92,0,23.64,81.7,124.22,198.36,41.94,18.59,96.63,102.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:28,1167,1.72,51.14,13.02,0,2.38,66.54,0,23.39,81.13,121.99,192.12,40.63,18.52,97.07,100.5,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:31,1167,1.85,50.36,11.5,0,2.65,64.5,0,23.16,82.17,120.89,189.22,40.22,17.76,92.4,94.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:34,1167,1.95,53.35,8.87,0,3.06,65.29,0,22.9,82.62,124.6,201.58,40.57,16.54,88,88.68,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:37,1167,2.03,54.86,8.65,0,3.16,66.67,0,22.91,82.72,127.73,207.16,41.72,17.56,87.81,90.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:40,1167,2.12,57.72,5.85,0,4.28,67.86,0,22.69,83.18,133.52,221.11,44.65,17.02,84.66,85.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:42,1167,2.18,59.75,2.15,0,5.48,67.38,0,22.36,83.51,138.12,231.48,46.59,16.04,78.66,76.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:45,1167,2.24,59.39,1.84,0,5.11,66.34,0,22.4,83.67,137.2,228,45.57,15.54,75.53,74.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:48,1167,2.31,57.38,0.97,0,4.96,63.32,0,22.38,83.63,133.43,219.13,43.95,14.94,70.22,68.65,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:51,1167,2.4,50.98,1.03,0,4.7,56.71,0,22.13,84.51,121.39,194.51,40.68,13.81,64.21,62.1,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:53,1167,2.49,38.86,0.2,0.34,3.87,43.25,0,21.91,85.82,95.71,149.1,32.89,9.89,49.55,45.86,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:56,1167,2.58,32.25,0.28,0.61,3.28,36.41,0,21.76,86.37,80.12,125.7,28.28,8.63,42.56,39.39,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:42:59,1167,2.72,15.03,1.49,1.87,0.42,18.81,0.38,20.62,88.1,48.35,61.56,16.12,4.96,23.67,22.8,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:01,1167,2.84,10.32,1.44,1.06,0.57,13.39,0.57,19.52,88.97,38.17,44.69,12.58,4.04,19.72,18.23,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:05,1167,2.92,10.83,1.41,1.11,0.56,13.9,0.56,19.3,88.98,39.29,46.44,12.9,3.99,20.06,18.53,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:07,1167,3.01,7.71,1,0.95,0.6,10.26,0.71,19.29,89.03,33.35,36.64,10.96,3.68,16.09,14.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:10,1167,3.09,7.97,0.86,0.95,0.72,10.5,0.62,19.47,89.13,32.88,37.27,11.17,3.59,16.31,14.45,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:13,1167,3.24,7.33,0.92,0.85,0.49,9.59,0.59,18.82,89.01,30.19,33.68,9.88,3.44,14.91,13.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:15,1167,3.32,6.83,0.76,1.03,0.46,9.08,0.6,17.77,88.94,29.46,32.72,9.85,3.03,14.19,12.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:18,1167,3.41,7.02,0.77,0.79,0.58,9.16,0.56,17.28,89.02,29.07,32.58,9.69,3.59,14.3,12.99,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:21,1167,3.48,7.37,0.57,0.3,0.8,9.04,0.6,17.36,88.87,29.54,32.79,9.44,3.25,14.46,12.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:24,1167,3.55,6.7,0.85,1.08,0.46,9.08,0.59,17.45,89.07,29.14,32.39,9.91,3.17,14.38,12.87,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:26,1167,3.63,7.11,0.79,0.76,0.46,9.12,0.57,17.29,88.83,29.01,32.33,9.37,3.08,14.2,12.72,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:29,1167,3.71,6.97,0.77,1.02,0.32,9.09,0.54,16.5,89.08,28.52,32.14,9.34,3.16,13.62,12.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:32,1167,3.77,7.99,0.57,0.44,0.66,9.65,0.47,16,88.64,29.25,33.96,9.38,3.17,14.49,12.76,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:35,1167,3.83,8.17,0.66,0.71,0.47,10.02,0.44,16.02,88.42,29.54,34.74,9.51,3.17,14.47,13.1,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:37,1167,3.89,8.18,0.55,0.47,0.67,9.87,0.4,15.77,87.99,28.74,34.21,9.41,3.18,14.59,12.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:40,1167,3.97,8.09,0.73,0.84,0.4,10.07,0.36,15.88,88.08,28.44,34.18,9.39,3.43,14.29,13.31,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-17 14:43:43,1167,4.05,7.75,0.64,0.73,0.56,9.68,0.32,15.86,87.99,27.17,32.96,9.33,3.15,14.34,12.81,3,3,3,3,3,3,0,3,3,3,3,3,3,3
