Reservoir,Site,DateTime,Depth_m,Rep,CH4_umolL,CO2_umolL,Flag_DateTime,Flag_CH4_umolL,Flag_CO2_umolL
FCR,50,2024-07-15 10:40:00,3.8,1,NA,NA,0,1,1
FCR,50,2024-07-15 10:40:00,3.8,2,NA,NA,0,1,1
FCR,50,2024-07-15 10:58:00,5,1,NA,NA,0,1,1
FCR,50,2024-07-15 10:58:00,5,2,NA,NA,0,1,1
FCR,50,2024-07-15 11:05:00,6.2,1,NA,NA,0,1,1
FCR,50,2024-07-15 11:05:00,6.2,2,NA,NA,0,1,1
FCR,50,2024-07-15 11:10:00,8,1,NA,NA,0,1,1
FCR,50,2024-07-15 11:10:00,8,2,NA,NA,0,1,1
FCR,50,2024-07-15 11:15:00,9,1,NA,NA,0,1,1
FCR,50,2024-07-15 11:15:00,9,2,NA,NA,0,1,1
FCR,1.1,2024-07-15 11:48:00,0.1,1,NA,NA,0,1,1
FCR,1.1,2024-07-15 11:48:00,0.1,2,NA,NA,0,1,1
