DateTime,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin_ugL,Phycocyanin_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,PAR,Salinity,DescRate_ms ,Flag
2024-07-11T09:11:41Z,-0.121,28.0469,11.97,0.1274,0.1278,0.2115,0.1134,122.30652,115.112,6.971,90.528,1287.1,6.136840802470388,0.182,0
2024-07-11T09:11:41Z,-0.074,28.069,11.97,0.1999,0.0852,0.3807,-0.0527,122.555527,115.312,6.9887,91.044,960.71,6.145508221922156,0.198,0
2024-07-11T09:11:41Z,-0.023,28.0855,11.97,0.1694,0.0852,0.3807,-0.0074,122.691941,115.412,7.0112,91.662,516.61,6.149141139811705,0.212,0
2024-07-11T09:11:41Z,0.035,28.1005,11.97,0.1732,0.0852,0.3807,-0.0376,122.806155,115.5,7.0379,92.367,272.83,6.1522741067239215,0.221,0
2024-07-11T09:11:41Z,0.098,28.1163,11.97,0.1656,0.0852,0.3807,-0.1131,122.926627,115.598,7.0693,93.108,477.01,6.155876777538896,0.222,0
2024-07-11T09:11:41Z,0.163,28.1326,12.51,0.1007,0,0.0846,0.4458,123.023465,115.674,7.1076,93.819,948.26,6.158150492309293,0.215,0
2024-07-11T09:11:41Z,0.223,28.1463,12.51,0.1007,0,0.0846,0.3552,123.088483,115.721,7.1541,94.424,637.55,6.159091676715822,0.199,0
2024-07-11T09:11:41Z,0.273,28.1556,12.51,0.1122,0,0.0846,0.5213,123.135018,115.752,7.2079,94.856,732.99,6.1596777677674295,0.177,0
2024-07-11T09:11:41Z,0.314,28.1625,12.51,0.1236,0,0.0846,0.476,123.161477,115.768,7.2649,95.081,1261.1,6.159710686831852,0.151,0
2024-07-11T09:11:41Z,0.346,28.1695,12.24,0.1198,0.0852,0.0846,0.2645,123.156911,115.758,7.3194,95.099,762.89,6.1582400409877085,0.125,0
2024-07-11T09:11:41Z,0.371,28.1764,12.24,0.116,0.0852,0.0846,0.2494,123.134107,115.734,7.3657,94.919,545.68,6.15598007024008,0.103,0
2024-07-11T09:11:41Z,0.392,28.1822,12.24,0.116,0.0852,0.0846,0.0832,123.126995,115.727,7.3987,94.539,1243.1,6.154836305701614,0.086,0
2024-07-11T09:11:41Z,0.41,28.1865,12.24,0.1084,0.0852,0.0846,0.1739,123.151683,115.75,7.4157,93.938,1005.8,6.155604542077054,0.074,0
2024-07-11T09:11:41Z,0.427,28.1892,12.24,0.1694,0.0426,0.0846,0.1286,123.184746,115.778,7.4168,93.122,1621.6,6.156863849545503,0.065,0
2024-07-11T09:11:41Z,0.442,28.1903,12.24,0.1961,0.0426,0.0846,0.2494,123.202991,115.789,7.4026,92.199,601.74,6.157353108171956,0.06,0
2024-07-11T09:11:41Z,0.455,28.1902,12.24,0.1656,0.0426,0.0846,0.1437,123.19728,115.776,7.373,91.242,640.32,6.1566198403114445,0.058,0
2024-07-11T09:11:41Z,0.468,28.1904,12.24,0.1541,0.0426,0.0846,0.0681,123.168091,115.74,7.3261,90.154,1194.9,6.154529656971138,0.057,0
2024-07-11T09:11:41Z,0.482,28.1919,12.24,0.1084,0.0426,0.0846,0.2192,123.151653,115.718,7.2622,88.833,603.18,6.153076033923246,0.057,0
2024-07-11T09:11:41Z,0.498,28.1948,12.24,0.1007,0.0426,0.3807,0.1739,123.173593,115.733,7.1899,87.311,357.28,6.15356464116848,0.055,0
2024-07-11T09:11:41Z,0.514,28.1984,12.24,0.1084,0.0426,0.3807,0.1134,123.213753,115.765,7.1149,85.718,860.49,6.154938167905072,0.052,0
2024-07-11T09:11:41Z,0.529,28.2021,12.24,0.0931,0.0426,0.3807,0.2343,123.250834,115.795,7.0296,84.253,803.38,6.1561841686866154,0.046,0
2024-07-11T09:11:41Z,0.541,28.2054,12.24,0.1732,0.0426,0.3807,0.1588,123.276719,115.815,6.9262,83.135,638.52,6.156908145652419,0.037,0
2024-07-11T09:11:41Z,0.549,28.208,12.33,0.1541,0.0426,0.1692,0.1588,123.278305,115.815,6.8072,82.465,1978.3,6.156575473277982,0.028,0
2024-07-11T09:11:41Z,0.554,28.2105,12.33,0.1732,0.0426,0.1692,0.1588,123.24001,115.782,6.6827,82.211,836.16,6.154364676713787,0.019,0
2024-07-11T09:11:41Z,0.556,28.2129,12.33,0.1923,0.0426,0.1692,0.1739,123.167627,115.722,6.5682,82.311,858.81,6.150619883862866,0.012,0
2024-07-11T09:11:41Z,0.556,28.2147,12.33,0.1618,0.0426,0.1692,0.189,123.095871,115.666,6.4809,82.64,485.48,6.147181463573401,0.007,0
2024-07-11T09:11:41Z,0.556,28.2152,12.33,0.1923,0.0426,0.1269,0.1588,123.061621,115.649,6.4286,82.988,428.55,6.1461436586112095,0.005,0
2024-07-11T09:11:41Z,0.557,28.2138,12.33,0.1923,0.0426,0.1269,0.2192,123.069748,115.672,6.4089,83.198,700.29,6.147640000384304,0.003,0
2024-07-11T09:11:41Z,0.559,28.2103,12.33,0.1656,0.0426,0.1269,0.1588,123.102409,115.712,6.4171,83.253,462.51,6.1503785403684015,0.003,0
2024-07-11T09:11:41Z,0.56,28.2049,12.33,0.1656,0.0426,0.1269,0.1739,123.138307,115.748,6.4434,83.186,1018.3,6.153130991206564,0.002,0
2024-07-11T09:11:41Z,0.561,28.198,12.33,0.1732,0.0426,0.1269,0.2343,123.159005,115.763,6.4712,83.027,422.17,6.154872007063851,0.001,0
2024-07-11T09:11:41Z,0.561,28.1911,12.51,0.1885,0.0426,0.1269,0.1588,123.170024,115.766,6.4885,82.814,835.25,6.155925594997029,0,0
2024-07-11T09:11:41Z,0.56,28.1865,12.51,0.1923,0.0426,0.1269,0.1588,123.186306,115.774,6.4933,82.604,676.22,6.156972202673172,-0.002,0
2024-07-11T09:11:41Z,0.56,28.1858,12.51,0.1694,0.0426,0.1269,0.1286,123.204191,115.783,6.4881,82.473,735.54,6.157577704373358,-0.003,0
2024-07-11T09:11:41Z,0.558,28.1878,12.51,0.1579,0.0426,0.1269,0.1739,123.208444,115.78,6.4755,82.475,569.18,6.157150104802718,-0.003,0
2024-07-11T09:11:41Z,0.557,28.191,12.42,0.1732,0.0426,0.0846,0.2041,123.194196,115.76,6.4585,82.564,790.91,6.15559462450536,-0.002,0
2024-07-11T09:11:41Z,0.556,28.1943,12.42,0.1579,0.0426,0.0846,0.1588,123.165653,115.728,6.4417,82.632,862.36,6.153338640800673,-0.001,0
2024-07-11T09:11:41Z,0.555,28.1977,12.42,0.1465,0.0426,0.0846,0.1588,123.123203,115.684,6.4311,82.657,1539.5,6.150382366092003,0.001,0
2024-07-11T09:11:41Z,0.556,28.2012,12.42,0.1923,0.0426,0.0846,0.2192,123.081536,115.643,6.4309,82.697,693.93,6.147585768472923,0.002,0
2024-07-11T09:11:41Z,0.558,28.2044,12.33,0.1503,0.0852,0.2961,0.2192,123.069552,115.631,6.4375,82.769,1047.9,6.146489685173017,0.003,0
2024-07-11T09:11:41Z,0.559,28.2069,12.33,0.1656,0.0852,0.2961,0.1286,123.094058,115.653,6.4425,82.853,877.48,6.147431377005973,0.002,0
2024-07-11T09:11:41Z,0.561,28.2086,12.33,0.1656,0.0852,0.2961,0.1437,123.123578,115.681,6.4442,82.952,1076.8,6.148818949545435,0.001,0
2024-07-11T09:11:41Z,0.561,28.2095,12.33,0.1846,0.0852,0.2961,0.189,123.11797,115.678,6.4472,83.056,552.12,6.148532195143684,-0.001,0
2024-07-11T09:11:41Z,0.559,28.2099,12.42,0.1656,0.0852,0.1692,0.189,123.075738,115.644,6.4528,83.113,618.58,6.14653294165931,-0.003,0
