DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR,Salinity,DescRate_ms ,Flag
2024-07-08T12:36:19Z,-0.101,27.4269,19.5491,27.895,45.482448,43.387,9.3518,118.339,9.842,54.1029,805.8,2.1887546191961764,0.003,0
2024-07-08T12:36:19Z,-0.1,27.4187,22.8613,29.1043,45.4814,43.392,9.3505,118.319,9.843,54.1615,801.55,2.189396319506171,0.004,0
2024-07-08T12:36:19Z,-0.097,27.411,23.2175,30.435,45.469965,43.385,9.3506,118.29,9.843,54.131100000000004,810,2.189372276320648,0.004,0
2024-07-08T12:36:19Z,-0.095,27.4135,23.8802,44.9409,45.471129,43.385,9.3566,118.288,9.845,53.9941,815,2.1892582315807103,0.003,0
2024-07-08T12:36:19Z,-0.095,27.4108,25.0643,71.6128,45.495479,43.407,9.3617,118.271,9.847,53.7958,809.82,2.190560381836944,0.002,0
2024-07-08T12:36:19Z,-0.095,27.4001,25.6908,86.1035,45.510474,43.421,9.3597,118.23,9.848,53.7978,801.22,2.1917991803190087,0.002,0
2024-07-08T12:36:19Z,-0.095,27.3951,25.4798,86.5845,45.525459,43.435,9.3559,118.207,9.849,54.105,796.95,2.1927781086730636,0.001,0
2024-07-08T12:36:19Z,-0.095,27.3976,22.4628,76.9152,45.549705,43.456,9.3585,118.199,9.849,54.3264,795.9,2.1937897454924022,0.001,0
2024-07-08T12:36:19Z,-0.094,27.4009,16.9114,58.9307,45.549715,43.451,9.357,118.214,9.85,54.3235,795.1,2.193370863405262,0.001,0
2024-07-08T12:36:19Z,-0.093,27.4002,13.8819,49.0864,45.525592,43.425,9.3506,118.25,9.851,54.2416,796.72,2.1920089988813434,0.002,0
2024-07-08T12:36:19Z,-0.092,27.3982,13.5496,47.7277,45.51196,43.407,9.3513,118.279,9.852,54.1114,803.37,2.1911353861850253,0.002,0
2024-07-08T12:36:19Z,-0.092,27.4022,12.6598,41.9562,45.511855,43.401,9.3487,118.287,9.852,54.2117,807.61,2.1906311885903835,0.003,0
2024-07-08T12:36:19Z,-0.092,27.4095,11.0392,31.3629,45.524331,43.411,9.3486,118.29,9.851,54.5937,799.77,2.190834037584846,0.004,0
2024-07-08T12:36:19Z,-0.092,27.4123,10.1434,25.5052,45.535853,43.425,9.3523,118.29,9.849,54.9449,788.42,2.1914565403865383,0.005,0
2024-07-08T12:36:19Z,-0.091,27.4159,10.0444,24.9317,45.524207,43.417,9.3544,118.248,9.847,55.1021,785.62,2.1908634938999727,0.005,0
2024-07-08T12:36:19Z,-0.089,27.4263,9.9665,24.8049,45.510472,43.406,9.3529,118.169,9.846,55.1178,817.16,2.1897996577245804,0.005,0
2024-07-08T12:36:19Z,-0.086,27.4308,9.8427,24.6549,45.496736,43.396,9.351,118.099,9.846,55.1345,889.14,2.189058680855425,0.004,0
2024-07-08T12:36:19Z,-0.084,27.4225,9.7702,24.5189,45.485081,43.387,9.3554,118.055,9.848,55.131,929.5,2.1889548105676324,0.002,0
2024-07-08T12:36:19Z,-0.084,27.4183,9.756,24.3907,45.496509,43.398,9.3522,118.043,9.848,55.0761,902.82,2.189735706211696,0,0
2024-07-08T12:36:19Z,-0.085,27.419,9.7628,24.3344,45.507954,43.408,9.3435,118.059,9.849,54.9881,865.14,2.1902396803621884,-0.001,0
2024-07-08T12:36:19Z,-0.087,27.4149,9.8859,24.3848,45.496497,43.398,9.339,118.089,9.85,54.9266,853.08,2.189890880305337,-0.002,0
2024-07-08T12:36:19Z,-0.088,27.4106,10.1034,24.4529,45.484946,43.39,9.3359,118.144,9.85,55.1066,853.62,2.1896583086392942,-0.002,0
2024-07-08T12:36:19Z,-0.088,27.4108,10.2126,24.4407,45.495237,43.404,9.3347,118.211,9.849,55.4437,851.85,2.1903994985142177,-0.001,0
2024-07-08T12:36:19Z,-0.088,27.4121,10.1995,24.3746,45.493965,43.408,9.3369,118.254,9.849,55.6477,853.15,2.1905545121173775,0,0
2024-07-08T12:36:19Z,-0.087,27.4111,10.0447,24.3019,45.469563,43.39,9.3385,118.239,9.849,55.68,865.45,2.189635483233881,0,0
2024-07-08T12:36:19Z,-0.087,27.4091,9.7802,24.2447,45.454102,43.381,9.3434,118.143,9.85,55.5768,875.94,2.1892443666433694,-0.001,0
2024-07-08T12:36:19Z,-0.087,27.4019,9.6484,24.2645,45.433977,43.368,9.3514,118.012,9.85,55.4319,871.79,2.1888759198205627,-0.003,0
2024-07-08T12:36:19Z,-0.088,27.395,9.6422,24.2676,45.416655,43.356,9.3566,117.954,9.85,55.3036,870.92,2.1885473314348207,-0.003,0
2024-07-08T12:36:19Z,-0.09,27.3912,9.5967,24.3507,45.435086,43.377,9.3574,118.001,9.849,55.3157,891.15,2.1898464908689315,-0.002,0
2024-07-08T12:36:19Z,-0.092,27.3838,9.5053,24.6208,45.466392,43.408,9.3499,118.064,9.848,55.493,933.21,2.1918465212653646,-0.001,0
2024-07-08T12:36:19Z,-0.093,27.3752,9.4608,24.8348,45.477777,43.417,9.3368,118.104,9.848,55.6401,963.5,2.192722097229231,0.001,0
2024-07-08T12:36:19Z,-0.092,27.369,9.4744,24.9563,45.445777,43.384,9.3312,118.17,9.849,55.7186,934.93,2.1912353240141598,0.004,0
2024-07-08T12:36:19Z,-0.09,27.3646,9.4955,24.929,45.396882,43.338,9.3406,118.255,9.849,55.7532,889.81,2.1889687479269835,0.006,0
2024-07-08T12:36:19Z,-0.086,27.3622,9.5085,24.7093,45.394423,43.338,9.3476,118.314,9.848,55.8865,885.81,2.1890781707062903,0.007,0
2024-07-08T12:36:19Z,-0.084,27.3658,9.5064,24.5888,45.416038,43.36,9.3461,118.359,9.848,56.0398,898.38,2.1900939167473497,0.007,0
2024-07-08T12:36:19Z,-0.082,27.3712,9.5031,24.6331,45.40432,43.35,9.3516,118.402,9.849,55.9725,902.5,2.1893110893713983,0.006,0
2024-07-08T12:36:19Z,-0.082,27.3699,9.5275,24.4941,45.379699,43.328,9.361,118.438,9.851,55.7606,905.12,2.188190465882038,0.004,0
2024-07-08T12:36:19Z,-0.081,27.3654,9.5757,24.1031,45.372258,43.323,9.3648,118.487,9.851,55.7151,902.35,2.1881275254459314,0.003,0
2024-07-08T12:36:19Z,-0.08,27.3627,9.6041,23.8686,45.377826,43.333,9.3687,118.531,9.851,55.9378,885.67,2.188787049012348,0.003,0
2024-07-08T12:36:19Z,-0.08,27.3627,9.596,23.8102,45.383532,43.343,9.3729,118.526,9.85,56.2159,867.84,2.1893234360879896,0.003,0
2024-07-08T12:36:19Z,-0.079,27.3631,9.5692,23.738,45.37776,43.34,9.3742,118.486,9.848,56.4969,867.15,2.189144260442037,0.002,0
2024-07-08T12:36:19Z,-0.079,27.3588,9.4966,23.6793,45.371507,43.331,9.3791,118.458,9.844,56.8406,889.2,2.1888576604637935,0.001,0
2024-07-08T12:36:19Z,-0.078,27.352,9.3838,23.6128,45.371417,43.321,9.3867,118.474,9.839,57.3605,959.9,2.188631424769359,0,0
2024-07-08T12:36:19Z,-0.078,27.3455,9.3211,23.5837,45.376682,43.308,9.3858,118.533,9.833,57.9639,1242.2,2.1882304808090427,0,0
2024-07-08T12:36:19Z,-0.078,27.3427,9.3295,23.5998,45.371727,43.283,9.3816,118.579,9.828,58.3717,1798,2.1870167484216565,0,0
2024-07-08T12:36:19Z,-0.08,27.3451,9.5852,23.8423,45.37502,43.277,9.3786,118.577,9.823,58.5919,2235.3,2.1865854468564616,0,0
2024-07-08T12:36:19Z,-0.081,27.356,10.0827,24.3975,45.416507,43.319,9.3767,118.532,9.819,58.7339,2254.6,2.1883417201631534,0.002,0
2024-07-08T12:36:19Z,-0.08,27.3797,10.3747,24.7792,45.428983,43.336,9.3808,118.475,9.814,58.8839,2103,2.188172534189888,0.005,0
2024-07-08T12:36:19Z,-0.078,27.4109,10.4277,24.8709,45.398905,43.313,9.3795,118.46,9.808,59.0287,2054,2.1855181383969997,0.01,0
2024-07-08T12:36:19Z,-0.076,27.426,10.5322,24.9597,45.370221,43.301,9.3767,118.473,9.803,58.7643,2091.7,2.184188095618855,0.015,0
2024-07-08T12:36:19Z,-0.072,27.4142,10.698,25.0666,45.33606,43.292,9.3749,118.496,9.801,58.0965,2120.4,2.1842426729620015,0.02,0
2024-07-08T12:36:19Z,-0.065,27.4076,10.8007,25.1389,45.30321,43.284,9.3682,118.545,9.804,57.3205,2117.4,2.1841141352192253,0.025,0
2024-07-08T12:36:19Z,-0.057,27.407,10.8754,25.1842,45.290399,43.292,9.3687,118.592,9.808,56.2655,2066.4,2.1845699134657246,0.031,0
2024-07-08T12:36:19Z,-0.05,27.387,11.3104,25.1712,45.308083,43.333,9.3744,118.634,9.808,55.3206,1929.8,2.187678262155842,0.04,0
2024-07-08T12:36:19Z,-0.042,27.3547,12.0648,25.0499,45.326554,43.383,9.3794,118.727,9.801,55.2746,1754.8,2.191833919406484,0.052,0
2024-07-08T12:36:19Z,-0.029,27.3241,12.4634,24.9124,45.323245,43.418,9.39,118.876,9.786,56.0526,1590,2.195111758760954,0.067,0
2024-07-08T12:36:19Z,-0.011,27.3016,12.4926,24.9102,45.331481,43.456,9.3989,119.07,9.767,56.7259,1479.9,2.1981832134104615,0.085,0
2024-07-08T12:36:19Z,0.012,27.2788,12.3517,24.989,45.362597,43.501,9.402,119.318,9.752,57.0489,1368.7,2.2016475384818865,0.104,0
2024-07-08T12:36:19Z,0.042,27.2362,12.0677,25.0107,45.382053,43.524,9.4179,119.605,9.743,57.6343,1187.2,2.2048432782217007,0.12,0
2024-07-08T12:36:19Z,0.079,27.1836,11.9129,24.9682,45.376282,43.517,9.4393,119.884,9.738,58.3835,1024.3,2.206889720697416,0.134,0
2024-07-08T12:36:19Z,0.119,27.145,11.8869,24.9189,45.356302,43.493,9.4597,120.067,9.737,59.0527,866.62,2.2073767744981643,0.143,0
2024-07-08T12:36:19Z,0.158,27.1274,11.8446,24.8928,45.33092,43.466,9.4836,120.092,9.738,59.7887,728.21,2.2067327902859315,0.146,0
2024-07-08T12:36:19Z,0.197,27.1254,11.5346,24.755,45.323304,43.457,9.5072,119.982,9.738,60.5703,633.56,2.206339037152161,0.142,0
2024-07-08T12:36:19Z,0.235,27.1298,10.9764,24.4826,45.327696,43.461,9.532,119.817,9.738,61.4484,542.95,2.2063508243905696,0.132,0
2024-07-08T12:36:19Z,0.269,27.1357,10.6799,24.2979,45.320544,43.457,9.5478,119.684,9.737,62.4904,471.8,2.205862197349928,0.121,0
2024-07-08T12:36:19Z,0.299,27.1399,10.6299,24.2293,45.300314,43.444,9.5477,119.597,9.735,63.4464,415.74,2.2049671077430726,0.11,0
2024-07-08T12:36:19Z,0.323,27.1417,10.3887,24.1662,45.273518,43.43,9.537,119.542,9.735,63.7151,377.13,2.2041289753890485,0.1,0
2024-07-08T12:36:19Z,0.343,27.142,9.9693,24.0815,45.250447,43.423,9.5198,119.518,9.737,63.9331,349.73,2.203737516960767,0.094,0
2024-07-08T12:36:19Z,0.363,27.1401,9.7448,24.0587,45.211766,43.402,9.5101,119.525,9.739,65.2216,317.58,2.2026928083143913,0.093,0
2024-07-08T12:36:19Z,0.385,27.1326,9.7722,24.1298,45.123197,43.335,9.5056,119.586,9.736,66.5604,282.87,2.1994262430655795,0.098,0
2024-07-08T12:36:19Z,0.409,27.1169,10.2253,24.2924,45.004756,43.246,9.5024,119.68,9.73,66.9565,245.98,2.1953498136994156,0.105,0
2024-07-08T12:36:19Z,0.436,27.0966,11.0461,24.5555,44.922263,43.198,9.5057,119.706,9.725,66.8271,204.24,2.1936932690658293,0.112,0
2024-07-08T12:36:19Z,0.47,27.0785,11.4896,24.7147,44.887463,43.198,9.5073,119.584,9.727,66.5442,166.47,2.194523622492897,0.118,0
2024-07-08T12:36:19Z,0.505,27.0609,11.4596,24.7151,44.837836,43.185,9.5153,119.297,9.734,66.2035,142.15,2.1946299177772324,0.122,0
