DateTime,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin_ugL,Phycocyanin_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,PAR,Salinity,DescRate_ms ,Flag
2024-07-15T09:35:12Z,-0.103,28.2892,29.52,5.2888,0.0852,1.0998000000000001,3.0139,33.420636,31.354,9.0489,115.855,579.29,1.5241463972959821,0.022,0
2024-07-15T09:35:12Z,-0.097,28.2891,29.52,5.2888,0.0852,1.0998000000000001,3.0441,33.429969,31.362,9.0455,115.751,1121.5,1.5245603546461606,0.023,0
2024-07-15T09:35:12Z,-0.091,28.289,29.52,5.2812,0.0852,1.0998000000000001,2.9535,33.434465,31.366,9.0391,115.673,1025.2,1.5247688425886454,0.024,0
2024-07-15T09:35:12Z,-0.084,28.2891,29.52,5.285,0.0852,1.1421,2.9384,33.443291,31.375,9.0305,115.643,2772.3,1.5252279289526676,0.025,0
2024-07-15T09:35:12Z,-0.078,28.2892,29.52,5.3384,0.0852,1.1421,3.1347,33.442865,31.374,9.0215,115.669,1084.1,1.5251733511103962,0.026,0
2024-07-15T09:35:12Z,-0.072,28.2894,29.52,5.3651,0.0852,1.1421,3.2103,33.437058,31.369,9.0134,115.725,1033.3,1.5249101837045096,0.027,0
2024-07-15T09:35:12Z,-0.065,28.2896,29.52,5.3651,0.0852,1.1421,3.1801,33.440255,31.372,9.0072,115.784,1189.5,1.5250579308769674,0.028,0
2024-07-15T09:35:12Z,-0.058,28.2898,29.52,5.3346,0.1278,1.0575,3.2405,33.445342,31.377,9.0049,115.826,1621.6,1.5253084102106624,0.029,0
2024-07-15T09:35:12Z,-0.049,28.2898,29.52,5.6359,0.1278,1.0575,2.9384,33.453675,31.385,9.0069,115.832,812.51,1.5257192307816838,0.03,0
2024-07-15T09:35:12Z,-0.041,28.2898,29.52,5.6207,0.1278,1.0575,2.9232,33.475443,31.405,9.0112,115.805,743.9,1.5267464710676133,0.029,0
2024-07-15T09:35:12Z,-0.032,28.2897,29.52,5.6474,0.1278,1.0575,2.9837,33.496534,31.425,9.0159,115.758,645.07,1.527776903681529,0.027,0
2024-07-15T09:35:12Z,-0.025,28.2896,29.61,5.6779,0.1278,1.0575,3.0441,33.494684,31.423,9.0191,115.695,1215.9,1.5276771914907439,0.023,0
2024-07-15T09:35:12Z,-0.02,28.2895,29.61,5.8267,0.1278,1.0575,2.9535,33.481354,31.411,9.0196,115.634,1267.4,1.5270637960182503,0.018,0
2024-07-15T09:35:12Z,-0.016,28.2895,29.61,5.8801,0.1278,1.0575,2.9686,33.476889,31.406,9.0175,115.6,807.41,1.5268068877229986,0.014,0
2024-07-15T09:35:12Z,-0.013,28.2895,29.61,5.8343,0.1278,1.0575,3.029,33.464164,31.394,9.0138,115.596,772.23,1.526190413576873,0.01,0
2024-07-15T09:35:12Z,-0.013,28.2896,29.61,5.8305,0.1278,1.0575,3.0592,33.439785,31.372,9.0089,115.603,1381.9,1.5250571931530943,0.007,0
2024-07-15T09:35:12Z,-0.012,28.2896,29.52,5.4681,0.1704,1.0152,2.9837,33.429122,31.362,9.0041,115.609,1065.6,1.5245435400514125,0.007,0
2024-07-15T09:35:12Z,-0.012,28.2895,29.52,5.4795,0.1704,1.0152,3.0441,33.425347,31.359,9.0015,115.609,738.75,1.5243925565436716,0.009,0
