DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR,Salinity,DescRate_ms ,Flag
2024-07-15T11:18:45Z,-0.106,26.8638,3.7674,11.937,44.260516,42.685,6.6825,81.972,6.498,153.0191,105.01,2.1766463445794537,0.053,0
2024-07-15T11:18:45Z,-0.091,26.8498,3.7554,11.8926,44.265147,42.691,6.6559,81.521,6.499,153.1319,97.376,2.177610940431074,0.054,0
2024-07-15T11:18:45Z,-0.074,26.8393,3.6382,11.7783,44.246792,42.676,6.6271,81.218,6.5,153.2609,89.235,2.177278218063465,0.051,0
2024-07-15T11:18:45Z,-0.058,26.8376,3.4487,11.7161,44.229009,42.658,6.592,81.049,6.502,153.202,81.706,2.176380458548396,0.044,0
2024-07-15T11:18:45Z,-0.046,26.84,3.3539,11.7561,44.240549,42.667,6.5484,80.944,6.505,153.1087,76.739,2.17675805637082,0.035,0
2024-07-15T11:18:45Z,-0.039,26.8377,3.3577,11.8517,44.259381,42.682,6.5085,80.886,6.507,153.1649,73.916,2.177675699403452,0.025,0
2024-07-15T11:18:45Z,-0.037,26.834,3.37,11.8467,44.266292,42.683,6.4859,80.919,6.509,153.1938,72.399,2.177899104556458,0.017,0
2024-07-15T11:18:45Z,-0.037,26.8333,3.3613,11.6959,44.260638,42.671,6.4755,81.048,6.511,153.0274,71.909,2.1772810161446476,0.013,0
2024-07-15T11:18:45Z,-0.037,26.8366,3.3349,11.5662,44.254507,42.659,6.4672,81.2,6.511,152.701,71.614,2.176480008832162,0.015,0
2024-07-15T11:18:45Z,-0.035,26.8422,3.3336,11.5424,44.255651,42.656,6.4598,81.337,6.511,152.5173,71.45,2.1760614454474787,0.021,0
2024-07-15T11:18:45Z,-0.03,26.8467,3.3551,11.6472,44.274475,42.673,6.4612,81.489,6.511,152.5268,71.45,2.1767764868032153,0.031,0
2024-07-15T11:18:45Z,-0.022,26.8565,3.3608,11.808,44.291678,42.692,6.4736,81.64,6.512,152.5582,71.258,2.1773573531170984,0.038,0
2024-07-15T11:18:45Z,-0.009,26.8654,3.3441,11.8473,44.273217,42.68,6.4864,81.758,6.513,152.5534,69.167,2.1763005143130285,0.043,0
2024-07-15T11:18:45Z,0.01,26.8689,3.3283,11.7804,44.241681,42.66,6.494,81.866,6.515,152.5541,63.678,2.1750573827892343,0.044,0
2024-07-15T11:18:45Z,0.025,26.8708,3.3782,11.717,44.227738,42.657,6.5071,81.922,6.518,152.5669,56.612,2.17480786522254,0.043,0
2024-07-15T11:18:45Z,0.034,26.868,3.4809,11.6955,44.231572,42.667,6.522,81.85,6.521,152.6214,50.699,2.175476944374642,0.04,0
2024-07-15T11:18:45Z,0.039,26.8612,3.5307,11.6913,44.224555,42.667,6.5291,81.641,6.523,152.7829,47.283,2.175787513185786,0.037,0
2024-07-15T11:18:45Z,0.044,26.8483,3.5226,11.6325,44.206351,42.66,6.5413,81.34,6.524,152.9715,45.838,2.175997736821653,0.034,0
2024-07-15T11:18:45Z,0.052,26.8324,3.5317,11.5652,44.201878,42.666,6.5509,81.005,6.525,153.0954,45.435,2.1770494278758257,0.031,0
